RTA ID,RTA Name,Parties concerned,Changes affect,Date of notification of changes,Date of signature of changes,Date of entry into force of changes,Remarks
135,Latin American Integration Association (LAIA)," Brazil, Mexico",Goods,2020-03-23,1982-11-29,1982-11-29,"AAP.C 9 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 9 (AAP.C 9) has as its objective the promotion of trade among the signatory countries in the areas of the generation, transmission and distribution of electricity.

AAP.C 9 ceased to have effect from 31 December 1997.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico",Goods,2020-03-23,1982-11-29,1982-11-29,"AAP.C 10 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 10 (AAP.C 10) has as its objective the promotion of trade among the signatory countries in the office machines sector.

AAP.C 10 ceased to have effect for the countries on the following dates:
Argentina and Mexico: 30 December 1994
Argentina and Brazil: 30 September 1997
Brazil and Mexico: 31 December 1997
"
135,Latin American Integration Association (LAIA)," Brazil, Mexico",Goods,2020-03-23,1982-11-29,1982-11-29,"AAP.C 12 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 12 (AAP.C 12) has as its objective the promotion of trade among the signatory countries in the electronics and electronic communications sector.

AAP.C 12 ceased to have effect from 31 December 1997.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico, Uruguay, Venezuela, Bolivarian Republic of",Goods,2020-03-23,1982-12-02,1982-12-02,"AAP.C 13 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 13 (AAP.C 8) has as its objective the promotion of trade among the signatory countries in the phonographic industry.

AAP.C 13 ceased to have effect for the countries on the following dates:

Argentina–Brazil: 31 December 1996
Argentina–Uruguay: 31 December 1996
Brazil–Mexico: 31 December 1997
Brazil–Uruguay: 31 December 1996
Mexico–Uruguay: 31 March 2001
"
135,Latin American Integration Association (LAIA)," Brazil, Mexico",Goods,2020-03-23,1982-11-29,1982-11-29,"AAP.C 14 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 14 (AAP.C 14) has as its objective the promotion of trade among the signatory countries in the household electrical, mechanical and thermal appliances sector.

AAP.C 14 ceased to have effect from 28 November 1991.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico",Goods,2020-03-23,1981-12-10,1982-01-01,"AAP.C 15 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 15 (AAP.C 15) has as its objective the promotion of trade among the signatory countries in the chemical and pharmaceutical industry.

AAP.C 15 ceased to have effect for the countries on the following dates:
Argentina and Brazil: 30 September 1997
Argentina and Mexico: 30 December 1994 
Brazil and Mexico: 31 December 1997
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Chile, Mexico, Uruguay, Venezuela, Bolivarian Republic of",Goods,2020-03-23,1982-12-06,1983-01-01,"AAP.C 16 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 16 (AAP.C 16) has as its objective the promotion of trade among the signatory countries in the petrochemical industry.

AAP.C 16 ceased to have effect for the countries on the following dates:

Argentina–Mexico: 30 December 1994
Brazil–Venezuela: 31 January 1995
Argentina–Brazil: 30 September 1997
Brazil–Mexico: 31 December 1997
Argentina, Brazil, Uruguay–Chile: 1 October 1996
Chile–Mexico: 23 July 1992
Chile–Venezuela: 1 January 1998
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil",Goods,2020-03-23,1982-11-15,1982-11-15,"AAP.C 17 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 17 (AAP.C 17) has as its objective the promotion of trade among the signatory countries in the refrigeration and air conditioning sector (Agreement A) and the household electrical, mechanical and thermal appliances sector (Agreement B).

To this end, Agreements A and B establish the treatment to be accorded to trade in the products relating to those sectors, as detailed in annexes, among the signatory countries.

The Agreement ceased to have effect from 31 December 1996.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico, Uruguay, Venezuela, Bolivarian Republic of",Goods,2020-03-23,1982-12-24,1982-12-24,"AAP.C 18 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 18 (AAP.C 18) has as its objective the promotion of trade among the signatory countries in the photographic industry.

AAP.C 18 ceased to have effect for the countries on the following dates:

Argentina–Brazil: 30 September 1997
Argentina–Mexico: 30 December 1994
Argentina–Uruguay: 30 September 1997
Argentina–Venezuela: 7 October 1993
Brazil–Mexico: 31 December 1997
Brazil–Uruguay: 30 September 1997
Mexico–Uruguay: 31 March 2001
Mexico–Venezuela: 1 January 1995
Uruguay–Venezuela: 31 January 2005
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico, Uruguay",Goods,2020-03-23,1982-11-29,1982-11-29,"AAP.C 19 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 19 (AAP.C 19) has as its objective the promotion of trade among the signatory countries in the electronics and electronic communications sector.

AAP.C 19 ceased to have effect for the countries on the following dates:

Argentina–Brazil: 30 September 1997
Argentina–Mexico: 30 December 1994
Argentina–Uruguay: 30 September 1997
Brazil–Mexico: 31 December 1997
Brazil–Uruguay: 30 September 1997
Mexico–Uruguay: 31 March 2001
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Chile, Mexico",Goods,2020-03-23,1981-12-10,1982-01-01,"AAP.C 20 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 20 (AAP.C 20) has as its objective the promotion of trade among the signatory countries in the dyes and pigments industry.

AAP.C 20 ceased to have effect for the countries on the following dates:

Argentina-Brazil: 31 December 1989
Argentina-Chile: 1 October 1996
Argentina-Mexico: 31 December 1989
Brazil-Chile: 1 October 1996
Brazil-Mexico: 31 December 1997
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Chile, Mexico, Uruguay",Goods,2020-03-23,1981-12-10,1982-01-01,"AAP.C 21 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 21 (AAP.C 21) has as its objective the promotion of trade among the signatory countries in the chemical industry (surpluses and deficits).

AAP.C 21 ceased to have effect for the countries on the following dates:

Argentina-Brazil: 30 September 1997
Argentina-Chile: 31 December 1991
Argentina-Mexico: 30 December 1994
Argentina-Uruguay: 30 June 1995
Brazil-Chile: 31 December 1990
Brazil-Mexico: 31 December 1997
Brazil-Uruguay: 30 September 1997
Chile-Mexico: 31 December 1991
Chile-Uruguay: 31 December 1991
Mexico-Uruguay: 31 December 1989
"
135,Latin American Integration Association (LAIA)," Argentina, Mexico",Goods,2020-03-23,1982-11-29,1983-01-01,"AAP.C 22 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 22 (AAP.C 22) has as its objective the promotion of trade among the signatory countries in the essential oils, chemical aromatic oils, aromas and flavours industry.

AAP.C 22 ceased to have effect from 31 December 1997.
"
135,Latin American Integration Association (LAIA)," Argentina, Mexico",Goods,2020-03-23,1982-11-29,1983-01-01,"AAP.C 23 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 23 (AAP.C 23) has as its objective the promotion of trade among the signatory countries in the areas of electricity generation, transmission and distribution.

AAP.C 23 ceased to have effect from 28 November 1991.
"
135,Latin American Integration Association (LAIA)," Argentina, Mexico",Goods,2020-03-23,1982-11-29,1983-01-01,"AAP.C 24 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 24 (AAP.C 24) has as its objective the promotion of trade among the signatory countries in the electronics and electronic communications industry. 

AAP.C 24 ceased to have effect from 30 December 1994.
"
135,Latin American Integration Association (LAIA)," Argentina, Mexico",Goods,2020-03-23,1982-11-29,1983-01-01,"AAP.C 25 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 25 (AAP.C 27) has as its objective the promotion of trade among the signatory countries in the light bulbs and lighting units sector. 

AAP.C 25 ceased to have effect from 28 November 1991.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil, Mexico",Goods,2020-03-23,1984-11-28,1985-01-01,"AAP.C 26 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 26 (AAP.C 26) has as its objective the promotion of trade among the signatory countries in articles and apparatus for hospital, medical, dental, veterinary and associated uses.

AAP.C 26 ceased to have effect for the countries on the following dates:

Argentina-Brazil: 30 September 1997
Argentina-Mexico: 30 December 1994
Brazil-Mexico: 31 December 1997
"
135,Latin American Integration Association (LAIA)," Brazil, Mexico, Venezuela, Bolivarian Republic of",Goods,2020-03-23,1984-11-28,1984-11-28,"AAP.C 27 (Articles 7 and 10 of the TM80)

Partial Scope Trade Agreement No. 27 (AAP.C 27) has as its objective the promotion of trade among the signatory countries in the glass industry. 

AAP.C 27 ceased to have effect for the countries on the following dates:

Brazil-Mexico: 31 December 1997
Mexico-Venezuela: 1 January 1995
"
135,Latin American Integration Association (LAIA)," Colombia, Venezuela, Bolivarian Republic of",Goods,2020-03-23,2011-11-28,2012-10-19,"AAP.C 28 (Articles 7 and 8 of the TM80)

Partial Scope Trade Agreement No. 28 (AAP.C 28) has as its objective to stipulate the preferential treatment applicable to imports originating from the parties, with the aim of promoting the productive economic development of both countries through the strengthening of fair, balanced and transparent bilateral trade.

This Agreement includes provisions on preferential treatment, through which the two countries shall grant preferences based on the existing historical trade flows between them over the period 2006-2010, and therefore covers all goods in which there was registered trade over that period.

In addition, under the Agreement the parties have their own regime origin, dispute settlement arrangements and specific chapters on mandatory compliance rules, technical regulations, conformity assessment and metrology; human, animal and plant health measures; and trade protection measures.
"
135,Latin American Integration Association (LAIA)," Argentina, Brazil",Goods,2020-03-24,1983-04-30,1983-04-30,"AAP.R 1 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 1 (AAP.R 1) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences granted over the period 1962 1980 (Annexes I and II), and also those resulting from the renegotiation, revision and updating of these preferences, based on the lists set out in the aforementioned annexes. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 14, on 20 December 1990.
"
135,Latin American Integration Association (LAIA)," Argentina, Bolivia, Plurinational State of",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 2 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 2 (AAP.R 2) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 19, on 28 April 1992, which was then superseded by AAP.CE 36.
"
135,Latin American Integration Association (LAIA)," Brazil, Chile",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 3 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 3 (AAP.R 3) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 35, on 1 October 1996.
"
135,Latin American Integration Association (LAIA)," Argentina, Colombia",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 4 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 4 (AAP.R 4) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 11, which was then superseded by AAP.CE 48.
"
135,Latin American Integration Association (LAIA)," Argentina, Ecuador",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 5 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 5 (AAP.R 5) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 21, which was then superseded by AAP.CE 48, AAP.CE 58 and AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Argentina, Peru",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 6 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 6 (AAP.R 6) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect for Argentina on 1 April 1988, upon the entry into force of AAP.CE 9, which was then superseded by AAP.CE 48 and, following that, by AAP.CE 58 and AAP.CE 59.

For Peru, the Agreement ceased to have effect on 1 April 1988, upon the entry into force of AAP.CE 9, which was then superseded by AAP.CE 48 and, following that, by AAP.CE 58.
"
135,Latin American Integration Association (LAIA)," Argentina, Venezuela, Bolivarian Republic of",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 7 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 7 (AAP.R 7) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences granted in the national lists of the parties in the Agreement (Annexes I and II), and also those resulting from the renegotiation, revision and updating of those preferences, based on the lists set out in the aforementioned annexes. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 10, which was superseded by AAP.CE 20, AAP.CE 48 and AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Bolivia, Plurinational State of, Brazil",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 8 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 8 (AAP.R 8) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 26 and, following that, of AAP.CE 36.
"
135,Latin American Integration Association (LAIA)," Brazil, Mexico",Goods,2020-03-24,1983-04-30,1984-01-01,"AAP.R 9 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 9 (AAP.R 9) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 9 ceased to have effect on 2 May 2003, upon the entry into force of AAP.CE 53.
"
135,Latin American Integration Association (LAIA)," Brazil, Colombia",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 10 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 10 (AAP.R 10) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 39 and, following that, of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Brazil, Ecuador",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 11 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 11 (AAP.R 11) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 9 ceased to have effect upon the entry into force of AAP.CE 39 and, following that, of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Brazil, Peru",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 12 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 12 (AAP.R 12) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 25 and, following that, of AAP.CE 39 and AAP.CE 58.
"
135,Latin American Integration Association (LAIA)," Brazil, Venezuela, Bolivarian Republic of",Goods,2020-03-24,1981-12-31,1983-05-01,"AAP.R 13 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 13 (AAP.R 13) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 27 and, following that, of AAP.CE 39 and AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Chile, Colombia",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 14 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 14 (AAP.R 14) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 24.
"
135,Latin American Integration Association (LAIA)," Chile, Ecuador",Goods,2020-03-24,1983-04-30,1983-04-30,"AAP.R 15 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 15 (AAP.R 15) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 32.
"
135,Latin American Integration Association (LAIA)," Chile, Venezuela, Bolivarian Republic of",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 16 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 16 (AAP.R 16) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect upon the entry into force of AAP.CE 23.
"
135,Latin American Integration Association (LAIA)," Bolivia, Plurinational State of, Paraguay",Goods,2020-03-24,1983-04-30,1983-05-01,"AAP.R 17 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 17 (AAP.R 17) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 29 and, following that, of AAP.CE 36. 
"
135,Latin American Integration Association (LAIA)," Colombia, Paraguay",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 18 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 18 (AAP.R 18) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Ecuador, Paraguay",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 19 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 19 (AAP.R 19) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 30 and, following that, of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Paraguay, Peru",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 20 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 20 (AAP.R 20) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 58.
"
135,Latin American Integration Association (LAIA)," Paraguay, Venezuela, Bolivarian Republic of",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 21 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 21 (AAP.R 21) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 59."
135,Latin American Integration Association (LAIA)," Bolivia, Plurinational State of, Uruguay",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 22 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 22 (AAP.R 22) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect on 30 April 1989.
"
135,Latin American Integration Association (LAIA)," Colombia, Uruguay",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 23 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 23 (AAP.R 23) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Ecuador, Uruguay",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 24 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 24 (AAP.R 24) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 28 and, following that, AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Uruguay, Venezuela, Bolivarian Republic of",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 25 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 25 (AAP.R 25) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 59.
"
135,Latin American Integration Association (LAIA)," Argentina, Chile, Paraguay, Uruguay",Goods,2020-03-25,1983-04-30,1983-04-30,"AAP.R 26 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 26 (AAP.R 26) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

In accordance with the provisions of Article 48 of AAP.CE 35, from the date of the entry into force of aforementioned Agreement (1 October 1996), the negotiated tariff preferences and the regulatory aspects associated with those preferences, as set out in AAP.R 26, ceased to have effect. However, provisions of that Agreement that are not incompatible with AAP.CE 35 or those which relate to matters not covered by the Agreement remain in force. 
"
135,Latin American Integration Association (LAIA)," Bolivia, Plurinational State of, Chile",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 27 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 27 (AAP.R 27) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 22.
"
135,Latin American Integration Association (LAIA)," Chile, Peru",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 28 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 28 (AAP.R 28) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 38.
"
135,Latin American Integration Association (LAIA)," Ecuador, Mexico",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 29 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 29 (AAP.R 29) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.
"
